participants,image_name,score
5,27.png,0.0
5,28.png,0.4444444444444445
5,29.png,0.15555555555555556
5,30.png,0.8
5,31.png,0.8444444444444444
5,32.png,0.9111111111111111
5,33.png,0.9777777777777779
5,34.png,0.8666666666666667
5,35.png,0.4666666666666667
5,36.png,0.26666666666666666
5,37.png,0.9555555555555556
5,38.png,0.4222222222222222
5,39.png,0.9333333333333333
5,40.png,0.5555555555555556
5,41.png,0.888888888888889
5,42.png,0.06666666666666667
5,43.png,0.5111111111111112
5,44.png,0.6666666666666667
6,0.png,0.17777777777777778
6,1.png,0.22222222222222224
6,2.png,0.5111111111111112
6,3.png,0.6
6,4.png,0.0
6,5.png,0.2
6,6.png,0.48888888888888893
6,7.png,0.5333333333333333
6,8.png,0.6222222222222222
6,9.png,0.4666666666666667
6,10.png,0.7111111111111111
6,11.png,0.7555555555555555
6,12.png,0.08888888888888889
6,13.png,0.5555555555555556
6,14.png,0.5777777777777778
6,15.png,0.6888888888888889
6,16.png,0.35555555555555557
6,17.png,0.022222222222222223
6,18.png,0.24444444444444446
6,19.png,0.06666666666666667
6,20.png,0.26666666666666666
6,21.png,0.15555555555555556
6,22.png,0.3111111111111111
6,23.png,0.13333333333333333
6,24.png,0.11111111111111112
6,25.png,0.33333333333333337
6,26.png,0.2888888888888889
6,27.png,0.044444444444444446
6,28.png,0.4
6,29.png,0.37777777777777777
6,30.png,0.6666666666666667
6,31.png,0.7777777777777778
6,32.png,0.8444444444444444
6,33.png,0.888888888888889
6,34.png,0.6444444444444445
6,35.png,0.8
6,36.png,0.4444444444444445
6,37.png,0.8666666666666667
6,38.png,0.9111111111111111
6,39.png,0.9777777777777779
6,40.png,0.8222222222222223
6,41.png,0.9333333333333333
6,42.png,0.4222222222222222
6,43.png,0.9555555555555556
6,44.png,0.7333333333333334
7,0.png,0.5111111111111112
7,1.png,0.6666666666666667
7,2.png,0.48888888888888893
7,3.png,0.6444444444444445
7,4.png,0.6222222222222222
7,5.png,0.4666666666666667
7,6.png,0.13333333333333333
7,7.png,0.0
7,8.png,0.26666666666666666
7,9.png,0.15555555555555556
7,10.png,0.22222222222222224
7,11.png,0.4222222222222222
7,12.png,0.17777777777777778
7,13.png,0.5777777777777778
7,14.png,0.2
7,15.png,0.2888888888888889
7,16.png,0.33333333333333337
7,17.png,0.6888888888888889
7,18.png,0.7333333333333334
7,19.png,0.7555555555555555
7,20.png,0.5555555555555556
7,21.png,0.35555555555555557
7,22.png,0.5333333333333333
7,23.png,0.06666666666666667
7,24.png,0.37777777777777777
7,25.png,0.24444444444444446
7,26.png,0.7111111111111111
7,27.png,0.4
7,28.png,0.6
7,29.png,0.08888888888888889
7,30.png,0.8444444444444444
7,31.png,0.8666666666666667
7,32.png,0.7777777777777778
7,33.png,0.888888888888889
7,34.png,0.4444444444444445
7,35.png,0.9111111111111111
7,36.png,0.3111111111111111
7,37.png,0.9555555555555556
7,38.png,0.022222222222222223
7,39.png,0.9777777777777779
7,40.png,0.11111111111111112
7,41.png,0.8
7,42.png,0.044444444444444446
7,43.png,0.9333333333333333
7,44.png,0.8222222222222223
